EmpID,BiasInfluentialFactor,FitmentPercent
11591,YearsOfExperince,82.24781156975482
16930,,45.09992051434174
18677,DegreeBranch,82.58678208926992
14424,DegreeBranch,82.26858340631163
24095,,54.94052156245816
21803,LatestDegreeCGPA,69.48676374551175
24365,,43.568780860120675
21897,,76.75174873812239
12218,,45.560496350546416
6426,,81.73297052197199
18233,Gender,82.70587775996951
16313,Gender,82.96989032561648
19552,YearsOfExperince,83.06011420162226
3394,,46.15192066045497
21300,YearsOfExperince,84.19650787549202
19989,DegreeBranch,82.27548080883196
18968,Gender,81.91312063564627
17609,Gender,81.05292085280365
6393,,47.12659937123002
18566,,44.465965311701936
18652,Gender,82.21091105235773
6284,EmpScore,89.98545328223412
10974,Gender,82.65139961120772
9330,DegreeBranch,82.77206286847307
20382,DegreeBranch,89.50970344693526
14652,CurrentCompanyType,66.45029832740994
15787,Gender,81.98659655542691
19436,CurrentCompanyType,66.73298934784799
7393,,73.18102826621741
9058,DegreeBranch,89.99047443153528
11633,,46.540246200801306
13719,,84.40457737192789
11529,YearsOfExperince,82.99122044140803
10025,,49.8942605961815
14861,YearsOfExperince,83.18727255436616
9580,Gender,83.31795618518116
14427,,47.62593200781862
20740,HighestDegree,83.01099024718778
18768,DegreeBranch,81.9004962405893
20259,Gender,82.27677777197967
18190,HighestDegree,82.87136024694762
11050,DegreeBranch,89.63350804214546
21005,Gender,81.95522469727908
17701,,77.82650458211529
10792,DegreeBranch,82.83315703748897
2785,,46.44492698962953
15529,HighestDegree,89.87337437345164
21480,MartialStatus,83.82803986433068
6154,YearsOfExperince,83.56978486736637
5826,HighestDegree,90.26074330444092
11819,DegreeBranch,82.44293639225046
21236,EmpScore,83.35981199005282
8350,,45.63412668037684
15823,Gender,82.02893216511175
9144,Gender,80.83037745340162
13558,YearsOfExperince,83.20531855240921
16434,Gender,81.26834808583384
21895,,45.84412629093971
22161,,45.6396730722021
12676,,47.43308415641715
8441,,50.00982035249451
19130,,46.92030203899194
23954,,51.01748820570503
23367,Gender,80.6624604549196
20027,Gender,81.00718715529938
3999,,47.900761244283814
22447,YearsOfExperince,83.22733715551347
11876,,82.21042429806397
15118,,45.50419894864393
11302,YearsOfExperince,82.87655190224608
13884,Gender,79.77459135610893
22852,Gender,82.29639998003252
3287,DegreeBranch,90.00097275060784
5784,YearsOfExperince,83.21732481210968
24277,DegreeBranch,83.09133593861085
13926,Gender,82.84633850300786
2852,DegreeBranch,83.23294821933501
5124,,47.916532455293584
22611,,46.61291394508099
14877,,76.71244192027297
20937,,54.4801758247267
16154,Gender,83.26667802733711
20388,YearsOfExperince,81.2753768941404
22392,DegreeBranch,90.17174087120816
4555,,48.54791276986723
17815,,53.47274437625224
20186,DegreeBranch,81.80998768726968
23435,Gender,82.26715625404479
16770,DegreeBranch,82.9397054481475
8341,CurrentCompanyType,68.32722952411605
13552,DegreeBranch,82.3329359613793
3915,DegreeBranch,83.60254221545388
23201,DegreeBranch,89.45839975458985
7425,EmpScore,90.42718121833668
4966,Gender,81.27175006374651
2772,DegreeBranch,82.71105121062743
22279,DegreeBranch,83.38213309749688
15389,,45.992909080654215
10680,,45.9950053709002
7030,,71.89332255405478
10250,,45.93402653674011
19636,CurrentCompanyType,89.4970661749615
15436,YearsOfExperince,89.83611307317142
8730,DegreeBranch,90.13146934041269
21298,EmpScore,89.51336812966369
8517,,45.48701874725821
10527,,47.566100412418656
21230,Gender,81.59436595470734
18809,DegreeBranch,83.03792249396487
3934,YearsOfExperince,82.46243774646624
10115,YearsOfExperince,83.46032083218643
19773,,75.18910054369539
16014,EmpScore,90.66104901530002
7312,EmpScore,90.30329774068649
14091,Gender,81.01407556952607
8717,,45.404459896791515
8953,DegreeBranch,89.44609610049807
17773,MartialStatus,84.11849039089662
2872,,71.56403894610438
21162,Gender,82.8345538633149
15809,,45.64674639677889
11754,Gender,82.77300348409541
9338,DegreeBranch,89.81645754963364
11212,YearsOfExperince,90.23845168817029
5007,DegreeBranch,82.29694188414264
5601,,52.34221989801245
17520,DegreeBranch,82.91801840251279
20883,,44.88498529948933
3944,YearsOfExperince,89.43733414160776
6887,EmpScore,82.10100655857663
20677,YearsOfExperince,89.86145051418005
20521,Gender,82.5004669207271
12514,,69.0203298940459
23706,Gender,81.50437500087907
13513,YearsOfExperince,81.86666875085162
18729,YearsOfExperince,81.69459424455259
22103,Gender,82.70518946964798
15153,DegreeBranch,81.15395108826833
10525,Gender,81.58685840843084
8397,DegreeBranch,82.40378650156993
11678,,46.94772571293346
8262,Gender,83.41315459603543
17024,,45.981360706769976
11735,Gender,82.71309033939617
8527,Gender,83.44402050402387
9452,,45.974328330772416
23975,DegreeBranch,89.48098783434
15880,LatestDegreeCGPA,76.4543459908391
9497,DegreeBranch,83.82788345620605
22405,DegreeBranch,84.6846760624078
17448,,43.48637003158138
19791,DegreeBranch,82.87527676099644
4062,CurrentCompanyType,65.04310378410189
8915,DegreeBranch,84.26113196868702
14298,HighestDegree,82.8220238106757
12434,Gender,82.19887828038675
12028,HighestDegree,83.50128808714835
17305,DegreeBranch,82.77191650559523
9426,CurrentCompanyType,89.56438084921115
10131,Gender,82.42619363346006
9652,Gender,81.51228916784373
14477,Gender,79.88425922103275
2091,Gender,83.48412914857236
3821,DegreeBranch,82.42398390362311
12396,,48.10307811584559
14241,YearsOfExperince,90.15889654529211
23742,DegreeBranch,82.96689622134177
19466,,51.64606216672383
5883,MartialStatus,84.44429013590565
24132,DegreeBranch,89.99032678731362
16250,EmpScore,82.314574761767
16401,CurrentCompanyType,68.73580338346943
4824,YearsOfExperince,82.69171607494371
10957,YearsOfExperince,82.86591219922464
11750,DegreeBranch,81.52817407347331
13935,,72.10438263777068
16029,Gender,81.67777337173631
9295,YearsOfExperince,81.95761667475645
21345,,45.39628647619173
22123,Gender,82.06485091454165
19872,Gender,80.76200359399564
17118,HighestDegree,84.6742113352403
17121,MartialStatus,84.25502523052539
6966,DegreeBranch,90.04526993262422
24062,YearsOfExperince,82.97552594773552
9238,HighestDegree,90.19956800899428
6590,YearsOfExperince,83.46957026541351
4352,,46.59885150120967
8562,YearsOfExperince,90.14626088680272
9557,YearsOfExperince,81.45164637414824
7737,,68.26887556578865
11090,,50.758949818896085
2898,LatestDegreeCGPA,60.22458714986852
12094,,75.14223977385784
10557,Gender,82.47708886911548
19360,Gender,83.61675806110767
12173,DegreeBranch,90.1267733339413
18496,EmpScore,90.72790120865338
4044,,57.77634708672488
8828,Gender,81.17433899683941
5822,DegreeBranch,82.12512094019478
4800,,48.3238317078754
19690,EmpScore,83.10250282133642
13470,DegreeBranch,80.68320799914032
17247,DegreeBranch,84.12855248726065
19126,Gender,82.72065871773512
17279,Gender,81.74937622879897
11804,Gender,81.37513271923999
15672,YearsOfExperince,80.8470235521852
6921,YearsOfExperince,89.7509585571454
16364,YearsOfExperince,83.0410177667738
3186,,45.88121345226452
20973,,43.48381651386674
24245,DegreeBranch,82.67487387832465
23278,DegreeBranch,83.08847806994707
13294,DegreeBranch,90.1439715025474
4768,Gender,82.78724608429908
22217,DegreeBranch,82.24697073194035
12584,,76.46202251283981
8578,Gender,81.8478783127826
10623,DegreeBranch,83.90192795001005
7326,,46.07953829478913
14092,DegreeBranch,90.16881283532277
14482,,47.18236787779162
22022,DegreeBranch,83.42029716284222
23284,DegreeBranch,89.69558544911389
23999,,45.810696202748495
10655,LatestDegreeCGPA,70.17644386989954
24045,EmpScore,91.32306938898877
4986,Gender,82.72662158148432
22449,DegreeBranch,90.64168515127547
10719,DegreeBranch,82.55545141026627
14917,Gender,82.18496207741819
18926,DegreeBranch,81.85906889448529
5227,DegreeBranch,83.45858464963992
22606,CurrentCompanyType,89.7245150024468
5037,LatestDegreeCGPA,62.33245386986407
13962,Gender,82.6040438206111
7418,YearsOfExperince,82.31805051835572
12572,EmpScore,90.28614688679754
10207,DegreeBranch,81.99104491083449
20347,YearsOfExperince,83.08803626140552
12982,CurrentCompanyType,75.72187779220314
7210,CurrentCompanyType,65.96273417612791
19779,DegreeBranch,83.35257049145238
16265,YearsOfExperince,85.4982850294243
23858,YearsOfExperince,82.3868953216831
19926,Gender,81.73284570887404
9915,MartialStatus,83.91483597192627
14873,DegreeBranch,82.54790828950367
23033,,53.382308090770564
20379,,48.10974678571348
23862,Gender,81.78786603437146
3961,DegreeBranch,82.38893360683552
20156,,51.355243030513826
2845,,48.70741305128782
21319,Gender,81.24047375422212
23319,,79.20366968672997
11447,Gender,82.27344227710236
23088,Gender,81.26743366885617
13532,EmpScore,90.28122969638919
22777,Gender,81.62159472414587
3951,DegreeBranch,90.16155534046918
19597,YearsOfExperince,80.16991936272409
21097,HighestDegree,83.52023068387163
7022,,79.51512766999531
4812,,55.36978104662146
13103,DegreeBranch,89.60393950047391
17395,DegreeBranch,89.48450993904454
2363,DegreeBranch,88.98054287912184
6311,DegreeBranch,81.8151246410271
16964,DegreeBranch,83.35400923748259
10553,Gender,80.32789919583071
19740,DegreeBranch,82.74653052908661
5133,,47.89785540270748
22171,YearsOfExperince,83.41660748087114
20617,DegreeBranch,82.63892833444991
6662,Gender,82.01188331073699
23903,Gender,82.63040762311539
18027,,45.66015603032566
10298,,71.0878174502558
21972,CurrentCompanyType,67.05047116077483
11690,Gender,82.42324767019497
16309,YearsOfExperince,83.49442988222854
20202,EmpScore,82.01501033417601
22074,DegreeBranch,80.42450707998374
6309,DegreeBranch,82.26186537826085
13662,,50.24409489267121
4078,Gender,82.85735723598897
15188,,46.41795564367636
15476,,45.989167142704915
8200,,50.26666274387441
19412,DegreeBranch,82.48525372163797
14712,HighestDegree,83.03830598080735
3415,LatestDegreeCGPA,60.934843631136005
5453,DegreeBranch,83.58741180875401
15238,Gender,83.59829854424423
19323,HighestDegree,90.34170423800369
23188,DegreeBranch,82.65221079439532
6591,EmpScore,90.21055322073519
12101,DegreeBranch,83.05917640027187
17146,Gender,82.4718111983727
9146,,46.17588525997573
22775,,77.64614484293541
13751,DegreeBranch,81.76746342671689
11226,Gender,80.89771952420534
3850,Gender,79.60367423867312
14997,,47.70275503175645
22434,,46.796036385952235
5269,Gender,80.98947984381812
13380,EmpScore,80.94301260516302
22670,HighestDegree,82.42587028219997
15129,,79.60012285400275
6112,YearsOfExperince,73.45011041171857
19858,MartialStatus,84.16607656561932
3195,DegreeBranch,81.81201765203397
15081,,44.07903654874638
12625,,46.317751841302396
2394,,51.870644999346055
11722,EmpScore,89.9146231100601
10487,,45.256868944871314
6716,CurrentCompanyType,67.53346673935677
21686,Gender,81.88323468794421
23385,YearsOfExperince,82.54044906814724
20061,,48.910410613668574
13274,YearsOfExperince,82.9709141341135
6434,EmpScore,90.71410562176273
11018,YearsOfExperince,82.17337026944686
7633,,48.367355512072834
3647,EmpScore,89.89939997087966
8764,YearsOfExperince,82.19971945186929
5462,EmpScore,82.13491099435147
5482,YearsOfExperince,82.0907239689741
10636,EmpScore,90.6655787904361
13206,MartialStatus,85.80914481378427
5099,,50.83586668982063
10010,DegreeBranch,82.33854085580055
6082,EmpScore,83.40409444238348
13048,MartialStatus,84.32578224264013
19864,Gender,81.2417575136109
11227,,45.76530198951997
4186,DegreeBranch,81.99034372830432
4195,DegreeBranch,81.45449569128114
15060,Gender,82.30875680203815
11001,Gender,80.64364368501587
2340,DegreeBranch,81.35906123919956
22965,DegreeBranch,82.58531085433887
5148,YearsOfExperince,83.26499699065023
13601,DegreeBranch,89.1558758224522
9076,DegreeBranch,82.92689678490592
20026,YearsOfExperince,81.03117612276232
16062,DegreeBranch,83.8498122116188
16983,DegreeBranch,81.71552585558484
4603,,49.24188932400885
23344,Gender,81.14697399961607
8109,,47.09638600572634
14277,Gender,83.14114224899394
12639,EmpScore,83.41787092408674
24128,,67.56304957351891
15262,YearsOfExperince,83.32647565870101
11037,DegreeBranch,82.11871176343595
8586,,44.783106336838046
18481,DegreeBranch,89.79221473381774
11232,LatestDegreeCGPA,60.85133280357671
12038,YearsOfExperince,89.54121787178461
5802,DegreeBranch,74.44967016338283
8631,LatestDegreeCGPA,56.639216813571636
13476,YearsOfExperince,82.61589067702506
13947,LatestDegreeCGPA,57.114527928309656
16601,DegreeBranch,83.1473074077905
6751,,44.64124566910483
16303,,79.85437333134263
12486,CurrentCompanyType,77.22692113093
19548,Gender,80.79113684694336
6731,Gender,80.99246944927337
5410,YearsOfExperince,89.34948843794969
7365,YearsOfExperince,81.41936931338367
14636,Gender,82.06054778659065
15825,,48.620338046839464
18432,EmpScore,90.64602160313241
8161,DegreeBranch,82.38896628054681
9168,,78.2101215329669
5368,DegreeBranch,82.28289967392816
16755,,80.41453307857272
14554,DegreeBranch,81.74823020800446
2859,Gender,82.53169255925799
11652,Gender,81.70102668036472
2715,Gender,80.98285478942037
17972,CurrentCompanyType,65.68349965354632
14439,YearsOfExperince,83.19767921482793
7135,,53.61861608508346
9082,DegreeBranch,89.34756605132388
6327,YearsOfExperince,81.14247990783184
20135,YearsOfExperince,83.32922863120223
9598,Gender,81.37482820383974
9479,DegreeBranch,81.51054782587589
8531,,53.23233510469019
17576,CurrentCompanyType,66.17919575297512
7868,Gender,81.92239322401834
4704,Gender,83.02453308607014
2227,Gender,82.6032032093993
12599,EmpScore,81.89492650986989
20120,YearsOfExperince,85.19909429794343
22992,,52.61835804891507
11003,,46.841056721706934
12372,Gender,82.82609526581058
8545,DegreeBranch,82.51735576992611
2197,,47.08894555801591
20102,EmpScore,81.73462086063363
19447,YearsOfExperince,82.84257900803274
12226,DegreeBranch,84.22267008975416
22898,Gender,82.50524728175813
21509,DegreeBranch,82.75375932727235
19625,Gender,82.14008631172798
9993,Gender,81.32373639364666
12900,DegreeBranch,82.5436907638881
11775,,79.1673509047259
21533,YearsOfExperince,83.87243407195487
6712,Gender,81.39791623348451
2667,EmpScore,90.46418229993567
11924,DegreeBranch,83.42178222506918
12068,Gender,83.23360259465728
6016,Gender,82.34118764226778
21718,,53.26742279549013
6832,,46.595320828560965
9444,EmpScore,89.15066565623644
21789,Gender,81.55468132373231
12651,DegreeBranch,83.03968931352802
5438,Gender,81.71518124506241
17094,,46.13871805625347
2467,,46.391549271131346
3295,Gender,83.55179469662562
2298,MartialStatus,83.65765421708824
9374,YearsOfExperince,84.4196495691939
8325,YearsOfExperince,90.43697030126148
20077,CurrentCompanyType,65.62353444581755
9976,Gender,82.3750223787243
20755,YearsOfExperince,82.43349748696768
8582,,76.23108760982727
17002,Gender,81.78665117670273
14742,EmpScore,91.0463511852764
6849,CurrentCompanyType,89.5346663179375
23690,HighestDegree,82.56238346111839
2723,,46.5255154719577
23389,Gender,82.03523442844781
4551,Gender,82.77842019132984
24155,DegreeBranch,83.27146402402389
17986,,45.32121295269168
3173,YearsOfExperince,82.21588901344009
4753,YearsOfExperince,90.1730851644306
6047,YearsOfExperince,83.16481357245426
12630,DegreeBranch,82.44461138242143
8896,Gender,81.680454689796
17455,HighestDegree,81.8513333426574
10654,,47.19150663780738
20375,CurrentCompanyType,79.76894099468595
16180,,77.00565852603278
24323,,46.51421875286069
17430,DegreeBranch,82.75534594667873
10603,,76.46553205152753
23431,Gender,81.2072623336919
23339,DegreeBranch,82.15976437393623
19068,DegreeBranch,82.25374650327859
8797,DegreeBranch,90.65953722155292
11220,YearsOfExperince,82.58574525563131
20244,Gender,84.19193353446194
15150,,45.70369968350525
2145,YearsOfExperince,82.67958692743012
2643,EmpScore,89.6013587790166
19659,,45.577371923488386
22395,,50.232461653558666
16986,,42.43743754749093
2938,Gender,80.86415156739652
23372,Gender,82.77250530940657
7675,Gender,81.42724647339121
12534,HighestDegree,83.04520879828107
22145,Gender,82.24448360479946
22403,DegreeBranch,82.86481188925032
8865,HighestDegree,83.51572972842665
16766,,55.50175993256008
14573,HighestDegree,82.75057096345299
17938,CurrentCompanyType,89.32230085559111
20913,DegreeBranch,82.90191795274553
2707,DegreeBranch,83.75248518231714
10035,,80.31197431335221
2342,HighestDegree,90.35289228717419
18984,,44.38036193373781
10572,EmpScore,89.70974685375111
14851,DegreeBranch,73.09928362841048
2644,YearsOfExperince,81.77647937839976
23598,DegreeBranch,82.72076019868271
5695,Gender,81.59123190165353
8049,Gender,84.29854041210794
2907,Gender,82.73659908681215
17672,,50.60004250652662
23746,YearsOfExperince,81.97109136429307
18424,,46.59462266228479
20530,EmpScore,90.24254607444661
14918,EmpScore,83.06689860323853
9320,,46.747979036436725
3024,HighestDegree,82.96375712165462
8489,,51.99099078808947
16070,DegreeBranch,81.65378762476468
7289,DegreeBranch,73.12248879856675
7789,EmpScore,90.38634493094547
12493,Gender,81.39896921349509
10076,,46.97849085480383
22870,,46.20001820469815
18113,DegreeBranch,82.8008346138139
14232,EmpScore,82.43036239788279
18076,HighestDegree,83.03880743917341
19544,YearsOfExperince,82.08605656720617
2470,DegreeBranch,82.8665937234881
12813,CurrentCompanyType,73.28889210322826
12270,CurrentCompanyType,89.75255905221218
19184,EmpScore,82.34159245920617
13584,,77.18596875064601
4339,,45.628903032722555
17914,YearsOfExperince,83.20450624337833
10917,Gender,81.88182255212637
15879,MartialStatus,84.12114867675929
6427,,48.830521174389645
14040,Gender,81.69789932914271
16305,Gender,82.03268252431009
16513,Gender,82.61321281834425
8960,HighestDegree,83.56012719984749
13799,,52.4632517934381
5379,Gender,82.81731154327292
20457,YearsOfExperince,82.11811550554344
18933,,76.63103907301932
19281,,45.937075305354796
10128,,55.02841416846366
18061,Gender,82.58371058892492
2174,,43.978118701375756
18838,DegreeBranch,82.59963706679754
6795,Gender,83.32876249831794
3224,,46.66056147316883
10831,DegreeBranch,89.64664502649397
5177,Gender,83.05569966278786
17845,,46.805845924826016
16084,EmpScore,83.22942318016092
10823,,71.66462485288812
22135,Gender,82.46692202989699
14894,,50.488953561617926
6721,,46.1540670812116
23929,Gender,83.91379575448816
4683,DegreeBranch,82.34920585691582
21939,DegreeBranch,82.90877485767994
4619,,45.83199475972244
4059,DegreeBranch,83.09422029455575
4750,Gender,80.99653260153399
16333,,48.22104611696989
7631,Gender,82.93698619661146
17571,YearsOfExperince,82.1475722649129
13223,DegreeBranch,82.6864243716085
6116,EmpScore,82.38260191753376
14670,EmpScore,90.2123017665423
23632,,54.034290644871795
14677,DegreeBranch,81.26524022986462
19234,YearsOfExperince,81.14395296188964
5523,Gender,81.99390531997524
11495,,47.55375833226961
23168,,45.92104611246066
5302,DegreeBranch,89.46102108884737
7925,HighestDegree,83.81885155263991
11796,,46.38844565281088
22722,,45.51792998703405
11147,DegreeBranch,82.87103844939146
3271,CurrentCompanyType,66.40324410591384
7532,,48.47298387718496
22718,DegreeBranch,81.97594316342978
7002,HighestDegree,85.09931279588076
23799,,46.97025478894766
20117,DegreeBranch,82.73941604001149
8931,DegreeBranch,83.24130602499616
12655,DegreeBranch,89.47938204653349
10456,Gender,80.66619194686062
21352,EmpScore,90.35677249114423
8532,,47.42174185798679
4890,YearsOfExperince,83.43948385875433
22035,DegreeBranch,83.04003148651053
12366,YearsOfExperince,82.91156646652212
24342,Gender,81.55134338188715
9218,Gender,79.92918883664873
2918,DegreeBranch,80.0336043779466
22751,EmpScore,83.83301651508516
9299,DegreeBranch,82.1992744702894
10116,YearsOfExperince,82.35731793428499
19046,,44.48338053901191
5724,,47.31005150634798
17626,Gender,82.70114705531533
10874,MartialStatus,84.2960029530556
17574,Gender,83.91998273998793
12772,YearsOfExperince,82.54203691263143
18545,,42.85805336008656
16172,YearsOfExperince,90.19892759295759
18997,DegreeBranch,90.14031884116581
24142,,42.67115033333241
10818,DegreeBranch,83.2446069226639
14909,DegreeBranch,83.12302217050775
7996,Gender,82.3086075006589
11575,YearsOfExperince,82.83952805581433
7740,,78.44429997143128
16074,,47.256811268261586
21831,,42.705248355213726
18339,DegreeBranch,82.72645091834646
8211,,46.699972175811865
23062,DegreeBranch,82.52765809578734
18654,EmpScore,89.77349621807484
16230,YearsOfExperince,81.83285230113462
19747,DegreeBranch,90.27968182239844
11439,DegreeBranch,84.6752386094143
2888,,43.75708438746444
15800,DegreeBranch,82.81202305917355
2676,HighestDegree,90.29194466319737
8530,Gender,81.10518149079711
24046,DegreeBranch,90.37808610594807
7119,EmpScore,90.02988710181788
20691,MartialStatus,83.75617853718933
23702,DegreeBranch,82.9655709975609
4334,,78.63735093537379
19630,Gender,81.83226899553704
19977,CurrentCompanyType,67.86298333027612
11601,DegreeBranch,82.73757626600269
18181,Gender,83.09539318273148
14495,,57.203254435173875
5433,MartialStatus,84.6471770362293
2708,,71.40241574169816
19110,Gender,82.82311273336626
8077,Gender,80.79856832102182
6574,DegreeBranch,89.25016412004038
12076,,76.80018784797691
3813,HighestDegree,82.13127879802245
7864,Gender,81.74398117289635
15259,HighestDegree,83.4489870808019
19304,,77.19913146056324
12613,EmpScore,90.4746836390688
6340,,47.2810905370738
13726,DegreeBranch,82.89682043751009
21799,YearsOfExperince,81.42007724641472
18946,,45.08676028135588
22904,,46.875516162104674
12715,,46.91453238520922
5464,HighestDegree,82.05636790964702
2885,EmpScore,91.7686365663923
8175,,75.45656292801216
18310,Gender,81.86072802814057
21078,DegreeBranch,81.74624621219235
13869,YearsOfExperince,82.2790624473401
15964,EmpScore,82.27396565976044
21048,DegreeBranch,88.60390285975915
14638,EmpScore,82.221311446025
21982,,78.89918447247855
5750,DegreeBranch,83.11939257347443
23484,Gender,82.7862755799555
23656,DegreeBranch,81.71461266246145
18479,Gender,82.87226746249682
11695,HighestDegree,80.950275667943
7842,Gender,83.23356502427883
2092,YearsOfExperince,83.68021533838085
10587,,67.3403991137543
6208,Gender,82.0226908547986
4927,,48.113909017423914
17015,CurrentCompanyType,67.4899893593477
6074,,52.53415599202727
18384,MartialStatus,83.79723738462087
24181,Gender,81.7742834274404
20806,,45.981069185111004
16059,,51.5475817799663
6400,,45.56702325210301
3219,Gender,81.69629289914563
17911,,45.60126319091062
9737,,45.87419298025933
17547,EmpScore,83.20546882035353
22355,YearsOfExperince,82.40500566760737
9500,Gender,82.37642233844105
11509,,40.543136140230594
13707,YearsOfExperince,82.30533393370206
4624,DegreeBranch,90.21747756729384
21760,Gender,81.47514430771011
10948,DegreeBranch,82.69981873394273
23985,Gender,81.13170013783017
10479,HighestDegree,89.26149488497416
19231,DegreeBranch,89.97625757009158
5709,DegreeBranch,82.61796146741871
13431,Gender,82.81152965254101
22981,Gender,80.91746355928359
6933,EmpScore,82.48955723458693
14159,Gender,81.94926315297414
16588,Ethinicity,83.95943045533977
11588,,77.54225448626093
12666,DegreeBranch,89.79723908390136
4953,DegreeBranch,82.39267218572647
11252,EmpScore,84.01133750034126
8297,YearsOfExperince,83.64932809522723
10845,DegreeBranch,82.61788003763472
8944,HighestDegree,90.84816729191998
23139,DegreeBranch,82.73352280439447
19518,MartialStatus,83.41020328389837
12990,CurrentCompanyType,89.58055561210018
14291,DegreeBranch,83.29095001059358
14179,,46.053877338825224
9680,DegreeBranch,90.14507495410443
13664,YearsOfExperince,83.07394928533257
8516,,76.27349381500292
10647,CurrentCompanyType,89.54129214266497
8171,YearsOfExperince,82.51858394945917
17394,Gender,83.7230842148178
17058,HighestDegree,81.9306640097512
6873,DegreeBranch,89.82995525333412
15125,YearsOfExperince,81.64234809340614
6127,MartialStatus,84.8749623926952
21042,MartialStatus,84.40223956983921
16063,,45.999704216371015
4621,YearsOfExperince,83.16681844393423
